,FamilyName,FamilyNameDescription,GeneralGenusAndDescription,Genus,Epithet,LebanonLocations,SyrianLocations
406,0,0,0,0,0,"L. Ct. Saïda (Bl, Mt), Beyrouth (Bl, Vt, Bnm, Np, Mt), Nahr-el-Kelb (Pb), Ras Chekka àHamate (Sam), Tripoli (Bl). Mi. Ghazir (Vt), Jab. Terbol (Bl). Mm. Col de Zahlé (Pb), Ehden(Bl). Sud. Ibl-es-Saki (P), Şarada (P).",0
407,0,0,0,Nonea,palmyrensis,0,0
408,0,0,0,0,0,0,"S. St. Qaryatein à Palmyre, Bazzouriyé (P), Palmyre à Homs (P, Har), Palmyre (Nik,Mt, Pb), Qasr-el-Hair (Mt), Resafa, Deir-ez-Zor, El-Qpum (Pb), 15 km. NW. de 'Aïn-el-Beida(Sam, Wall)."
409,0,0,0,Nonea,caspica,0,0
410,0,0,0,0,0,L. Mm. Sofar (Np). Sy. Baalbeck (Mt).,0
411,0,0,0,0,0,0,"S. Dam. Achrafiyé près de Souq Ouadi Barada; fleurs roses (Pb) ? Sud. Sud de Dera'a; fleursparaissant blanches (PbJ ? St. Vers les bords de l'Euphrate sur la piste d'Alep à Deir-ez-Zor (rivedroite), entre Sabkha et Tibne, au lieu dit El-Hilou (Hand-Mazz, récolte originale).L'identité des deux échantillons de Pabot, à fleurs blanches ou rosées, est quelque peu douteuse.S'agirait-il, plutôt que de cette sous-espèce de JV. caspica, d'une variante à fleurs zygomorphes duN. ventricosa? Le matériel étudié ne permet guère d'y répondre, et la récolte, à travers la Syrie, denouveaux échantillons en nombre semble actuellement de réalisation difficile."
412,0,0,0,Nonea,ventricosa,0,0
413,0,0,0,0,0,"L. Cf. Saïda (Bl), Beyrouth (Vt, Np, Mt), Tripoli (Bl). Mi. Ghosta (Bl). Mm. Vers Ehmej(Mt).",0
414,0,0,"MYOSOTIS L. — Plantes annuelles, bisannuelles ou vivaces. Calice cam-panule, à 5 divisions plus ou moins profondes. Corolle en forme d'entonnoir, à gorgemunie d'écaillés obtuses, à limbe plan ou concave, à lobes tordus avant l'anthèse.Étamines incluses, à filaments courts. Anthères oblongues, fixées au milieu du dos,à apex membraneux ou en forme de cal. Stigmates obtus, subbilobés. Nucules trèslisses, ovées ou oblongues, subcomprimées.. La plupart des espèces existant en Syrie et au Liban (à l'exception, semble-t-il,de M. lithospermifolia) croissent sur des sols plus ou moins humides, en général noncalcaires.",0,0,0,0
415,0,0,0,Myosotis,caespitosa,0,0
416,0,0,0,0,0,"L. Mm. Grès humides entre le Sannine et le Kneissé (Mt, det. SAMUELSSON), Beskinta (Np).Met. Étang de 'Ammiq (Mt, Pb, det. GRAU; Edg, Np, Hage).",0
417,0,0,0,Myosotis,sicula,0,0
418,0,0,0,0,0,"L. Ve. Vers le col de Zahlé, sur grès, sables humides, une seule récolte (Mt).",0
419,0,0,0,Myosotis,lithospermifolia,0,0
420,0,0,0,0,0,L. Mm. Entre Fnaidé et Marj Hin (Mt).,0
421,0,0,0,Myosotis,ramosissima,0,0
422,0,0,0,0,0,"L. CS. Beyrouth (Vt)? Mi. Sous Beit Méri (Mt, P), 'Abey (P), 'Araya (Mt), Mohrab (Pb),'Antoura (Pb), Mayrouba (Sam, Mt), De -el-Qamar (P), Bikfaya (Vt, Mt), Rayfoun (Wall),Barouk (Pb), Kfar Houné (P). Mm. Hadchit, Les Cèdres (Bl). Sud. Marjayyoun (P), JabalQamou'a (Mt). Herm. Ouadi Benka (Gaill).",0
423,0,0,0,Myosotis,stricta,0,0
424,0,0,0,0,0,"L. Mm. Les Cèdres (Bl), vers Marj Hin (Mt), au-dessus de Falougha (Pb).",0
425,0,0,0,Myosotis,refracta,0,0
426,0,0,0,0,0,"L. Mi. Bchéla (Mt), Qrayyé (Np), Tannourine, à fleurs blanches (Mt), Afqa (Np), 'AînZhalta (Pb). Mm. Hasroun, Jourd Hadeth (Bl), Ehden (P), Col de Machghara (Pb). Me. JabalSannine (Vt), au-dessus de la forêt d'Ehden (Mt). Met. Barr Elias (Mt).",0
427,0,0,0,Myosotis,macrosiphon,0,0
428,0,0,0,0,0,0,"S. J.D. Aïn Bader (Mt, det. GRAU). Échantillon cité dans MOUTERDE (1953) sous «Mmicrantha Pallas »."
429,0,0,"ALKANNA Tausch — Plantes ordinairement vivaces, à base souvent un peufrutescente, à racines souvent colorantes. Calice à cinq divisions. Corolle régulière,en forme d'entonnoir, non plissée mais souvent un peu ridée transversalement versla gorge, dotée à la base d'un nectaire en forme d'anneau. Étamines insérées versle milieu du tube, en spirale ou en verticille, incluses, à filaments très courts. Stig-mate capité ou subbilobé. Nucules 4 ou, par avortement, 2 ou 3, verruculeuses ourugueuses-aréolées, plus ou moins courbées.",0,0,0,0
430,0,0,0,Alkanna,orientalis,0,0
431,0,0,0,0,0,"L. Mm. Les Cèdres (Boiss, Mt), Bcharré, Hadeth (PI). Me. Foumm-el-Mizhab (Sam). Sy.Baalbeck (Bl, P, Mt, Np). Herm. Rachaya (Boiss).",0
432,0,0,0,0,0,0,"S. Haut. Khabab, corolle pubescente (Mt), N. de Dera'a, corolle pubescente (Pb). J.D. EntreSoueida et le Tell Hadid, corolle pubescente (Mt), vers Soueida, corolle glabre (Mt), Kafer, corolleglabre (P)."
433,0,0,0,Alkanna,kotschyana,0,0
434,0,0,0,0,0,L. 'Akkar. Mar Challita près Qpubayyat (Mt).,0
435,0,0,0,Alkanna,confusa,0,0
436,0,0,0,0,0,0,"S. Mi. Bhamra (Har), Haffé (Sam), Bdama (Reese), Innguizik (Mt). NLatt. Bassit,Kessab (Pb)."
437,0,0,0,Alkanna,hirsutissima,0,0
438,0,0,0,0,0,0,"S. Sy. N. de Membij (Pb). H.J. Jab. 'Abd-el-'Aziz, Haute Jéziré (Mt), S. de Hassetché,Hassetché à Derbassié, N. du Jab. 'Abd-el-'Aziz (Pb). St. Khanaser (P, Mt), vers Abou Hareira (Mt)."
439,0,0,0,Alkanna,prasinophylla,0,0
440,0,0,0,0,0,"L. Mm. Haut Liban (Gaill), Hadeth-aj-Joubé (Sam, récolte originale), Afqa, vers Ehden (Bl),Qartaba, col de Koumaker (Sam), Berqacha (Bl). -NOUVELLE FLORE 91",0
441,0,0,0,Alkanna,leiocarpa,0,0
442,0,0,0,0,0,"L. Mi. Rayfoun (Sam, typus), Boqayta (Pr, Mt), Faytroun (Mt).",0
443,0,0,0,Alkanna,tinctoria,0,0
444,0,0,0,0,0,"L. Ctlitt. Bir Hassen (Np, Mt; trouvé en 1947 par le Frère Napoléon, éteint depuis).",0
445,0,0,0,Alkanna,maleolens,0,0
446,0,0,0,0,0,"L. Mi. Broummana (Bnm, Mt, Pb, Np).",0
447,0,0,0,Alkanna,strigosa,0,0
448,0,0,0,0,0,0,S.
449,0,0,0,0,0,L.,0
450,0,0,0,0,0,"L. Met. Zahlé (Mt), entre Saghbine et Hasbayya (Vt). Sy. Baalbeck (Np, Mt). A.L. NebiChite (Mt).","S. Sy. Environs d'AIep, en abondance (Ky, Hkn, P, Mt, Pb), N. d'Alep, Eriha, Hama (Pb),Rastan (Mt). Dam. Doummar (Mt; en transition sur la forme plus rude). Sy. Hama-Bserine (Sam, Wall), Abou-Dali-'Afir (Sam), Harim, Ma'aret-en-No'man (Pb).Dam. 'Aqbat-et-Tine à Mayssaloun (Bl, Np), Sahl-es-Sahra (Bl, Sam), Jdeidé sur le Barada (Pb).Mezzé (P, Mt), Hammé (Vt, Pb), 'Adra (Pb). A.L. Saïdnaya (Pb), Jab.-el-Qprn (Dinsm). Haw.Deir Qabiyé (Pb). St. Es-Saït à Jab. Abiad (P)."
451,0,0,"SYMPHYTUM L. — Plantes vivaces. Calice à 5 divisions. Corolle cylindrique,plus ou moins élargie en forme d'entonnoir ou ventrue vers le sommet, à 5 lobesNOUVELLE FLORE 93larges et courts et écailles longues alternant avec les anthères. Nucules 4, libres,droites, obliques ou incurvées jusqu'à l'horizontale, excavées et entourées d'unanneau à la base.",0,0,0,0
452,0,0,0,0,0,0,S.
453,0,0,0,0,0,0,S. palaestinum
454,0,0,0,Symphytum,anatolicum,0,0
455,0,0,0,0,0,0,"S. NLatt. Kessab, Froulok (Pb)."
456,0,0,0,Symphytum,palaestinum,0,0
457,0,0,0,0,0,"L. Mi. Au-dessus de Ghazir (Vt), Jezzine (Mt), vers Chahtoul (Pb). Mm. 'Aïn Geddaïé(Pr), Jab. Kneissé (Sam, Mt), Jab. Barouk (P, Np). Ve. Bois de 'Ammiq (Mt). Herm. Hasbaya àRachaya (P), Khirbet Kneissé (Gaill), Rachaya (Boiss).",0
458,0,0,0,Borago,officinalis,0,0
459,0,0,0,0,0,"L. Ct. Beyrouth (Mt). Mi. Qrayya (Np), Abey (P).",0
460,0,0,"CORDIA L. — Arbres ou arbrisseaux glabres ou légèrement pubescents-scabres. Calice tubuleux ou campanule, à 5 ou 3-8 divisions. Corolle en forme d'en-tonnoir, ordinairement à 5 lobes. Ëtamines exsertes ou incluses. Ovaire à 4 loges.Style terminal, deux fois bifurqué. Drupe pulpeuse.",0,0,0,0
461,0,0,0,0,0,"L. Ct. Beyrouth et environs (Vt, Mt, Np), Tripoli (Bl).",0
462,VERBENACEAE,"Plantes herbacées ou sous-arbrisseaux, parfois lianes. Tiges et rameaux qua-drangulaires. Feuilles habituellement opposées ou verticillées, entières ou divisées,sans stipules. Inflorescences en grappes ou en cymes. Fleurs divisées en 5 ou en 4,le plus souvent zygomorphes. Androcée souvent didyname, à 4 étamines, parfoisseulement 2. Ovaire supère, ordinairement à 2 carpelles. Style presque toujourssimple, terminal ou subterminal. Fruit drupacé ou sec indéhiscent ou se dissocianten 2 ou 4 (rarement 8 ou 10) nucules.",0,0,0,0,0
463,0,0,0,Verbena,officinalis,0,0
464,0,0,0,0,0,"L. Ct. Saïda (Bl), Beyrouth (Np, Vt), Nahr-el-Kelb (Wall), Tripoli (Bl). Mi. Jamhour (Mt).Mm. Cèdres de Hadeth (Bl). Ve. Ferzol (P). Afct.Ta'naïl (Mt), Chtaura (P), Ksara, Zaïr (Pb).",0
465,0,0,0,Verbena,supina,0,0
466,0,0,0,0,0,"L. Mi. Bechmezzine, Safa (P). Hem. Rachaya, Bouairé près Deir-el-'Achaïr (Mt). Sud.Arnoun sous Qala'at-ech-Chekif (Mt).",0
467,0,0,"PHYLA Loureiro — Feuilles opposées, pétiolées, dentées en scie dans leur partiesupérieure. Fleurs groupées en capitules ovés, à la fin oblongs-cylindriques. Bractéesobovées, égalant le tube de la corolle. Calice tubuleux, membraneux, à 2-4 dents.Corolle en forme d'entonnoir, à tube cylindrique, à limbe oblique subbilabié, àlèvre supérieure entière ou bilobée, l'inférieure trifide. Étamines 4, didynames,incluses, loges des anthères parallèles. Ovaire à 2 loges uniovulées. Style court,stigmate oblique ou recourbé. Fruit sec, inclus dans le calice, se divisant en deuxpyrènes.",0,0,0,0
468,0,0,0,0,0,"L. Ctlitt. Saïda (Gaill), N. de Saïda (Pb), Nahr-el-Aouali (Bl, Pb), Damour (Gaill), S. deBeyrouth (Mt), Beyrouth (Sintenis et Rigo, Pr, Gb, JL, Bert, Thiéb, Np, Pb), Amelias (Mt),Tripoli (Bl, Pb). Ct. Tyr-Nabatiyé (Fox).",0
469,0,0,0,Vitex,agnus-castus,0,0
470,0,0,0,0,0,"L. Ct. Saïda (Bl, P), Beyrouth (Vt, P, Np, JL, Mt), Nahr-el-Kelb (Pb), Jounié (Sam, Pb),Batroun (P, Gb), Tripoli (Bl). Herm. Rachaya (Gb, Bert).",0
471,0,0,"AJUGA L. — Plantes annuelles ou vivaces, parfois frutescentes. Calice cam-panule ou obconique, 5-fide ou à 5 dents. Corolle marcescente, à tube inclus ouexsert, souvent garni à l'intérieur d'un anneau poilu, le plus souvent droit, plusrarement tordu. Limbe à deux lèvres, la supérieure tronquée, très courte, rétuse,rarement divisée. Lèvre inférieure à deux lobes latéraux courts et une lame centralebien plus large, souvent bilobée. Étamines 4, ascendantes, souvent exsertes, didy-names. Style bifide. Nucules réticulées ou ridées.",0,0,0,0
472,0,0,0,Ajuga,orientalis,0,0
473,0,0,0,0,0,"L. Ct. Héry vers Chekka (Bl), Batroun (Bl, Gb, Mt), Ras Chekka à Hamate (Sam), Tripoli(Bl). Mi. Route de Saïda à Deir-el-Qamar (Gaill), Ghazir (Vt), 'Aramoun (Mt), Jezzine (Bail),Ghosta (Np), Ras-el-Meten (Mt). Mm. Col au-dessus de Machghara (Pb), Mdeirèje (P). Met.Chtaura (Bl, Pr), Qabbélias (P), Zahlé (Mt), Ta'naïl (Vt, Mt). Herm. Hermon (Letourneux),Rachayya (Vt). Sud. Ramiyé (Gb). Sy. Baalbeck (P, Bnm)., S. Mi. Safita (P). Mm. Slenfé (Pb). NLatt. 'Askorane (Wall), Bassit (Pb). Dam. Damas (Vt),Ghouta (Pb). K.D. Kutchuk Darmik (Pb). J.D. Soueida à Salé (Sam), Kafer (Pb), Fontaine desBédouins (Mt).",0
474,0,0,0,Ajuga,laevigata,0,0
475,0,0,0,0,0,0,"S. Sy. Alep (Russ, Auch, Ky, JL), Idlib (Pb), Khirbet Farès (Mt). A.L. Bloudane (Ky)."
476,0,0,0,Ajuga,chia,0,0
477,0,0,0,0,0,"L. Ct. Saïda (fragment dans l'herbier de CANDOLLE, Np), Nahr Damour (Davis), Khaldé(Gb), Beyrouth (Vt, P, Np), Fourn Chebak, Antélias (Mt), S. de Ras Chekka (Pb), Batroun (JL),Qalmoun, Tripoli (Bl), Ras Chekka (Mt), Nahr Ibrahim (Gb). Mi. Broummana (Bl), Jamhour(Mt), Beit Khachbo (Gaill), Douma (Mt).",0
478,0,0,0,Ajuga,tridactylites,0,0
479,0,0,0,0,0,L.,0
480,0,0,0,0,0,"L. 'Akkar. Kouachré, Mengès (Mt). Mi. Bhamdoun (Bnm), Rayfoun, Boqayta (Sam),Bchéla, Faraya (Mt). Mm. Dahr-el-Baïdar (Sam, Mt), Les Cèdres (Unger, Wall, Pb), Bcharré(Bl), Moukhada à Ehmej (Mt), Qannoubine, Berkacha, Cèdres de Hadeth, Jourd Hasroun (Bl),Cèdres à Foumm-el-Mizhab (Bl), Jab. Kneissé (Mt), Ehden (Bl, Mt), col au-dessus de Machghara(Pb). Ve. Hermel (Pb), Khan Mourad (Bl).",0
481,0,0,0,0,0,L. Mm. Marj Hin (Davis). Sy. Baalbeck (Alonzo). Herm. Sommet de l'Hermon (P. Aar).Échantillons non contrôlés:,0
482,0,0,0,Ajuga,chasmophila,0,0
483,0,0,0,0,0,0,"S. A.L. Flita près de Nebq (Davis), Yabroud (Pb), Jab. Ma'loula près de Yabroud (Pb;feuilles un peu moins amples)."
484,0,0,0,Ajuga,rechingeri,0,0
485,0,0,0,0,0,0,"S. St. Qaryatein (P, Mt), Palmyre (Davis, Mt)."
486,0,0,0,0,0,0,S.
487,0,0,"TEUGRIUM L. — Plantes vivaces ou sous-arbrisseaux, rarement plantesannuelles, à calice soit régulier, soit bilabié et campanule, soit subgibbeux et obli-que à la base. Lèvre supérieure de la corolle très courte, l'inférieure souvent trèsexserte, à lobes latéraux étroits, infléchis et lobe terminal très développé, arrondiou oblong, souvent concave. Étamines ascendantes, souvent fortement exsertes,didynames. Anthères à loges confluentes. Nucules obliques à la base, réticuléesou rugueuses.",0,0,0,0
488,0,0,0,Teucrium,creticum,0,0
489,0,0,0,0,0,"L. Ct. Tripoli (Bl). Mi. Moukhtara à Saïda (Bl), Chartoun, Baabda, Deir Qarqafé (Mt).","S. St. Soukhné (Dbt), Jab. Dmeir (Pb, Mt), Palmyre (Davis). sous-arbrisseaux à tiges et rameaux rigides; pédoncules 1-3-flores; calice régulier,à base symétrique et dents égales ; rieurs en grappes allongées, feuillées, ou + paniculées ; corolled'un bleu + violacé (rarement blanche)Feuilles indivises, 3-5-lobées ou tripartitesFeuilles toutes indivises, discolores, glabrescentes en dessus; fleurs en racème allongé,brièvement pédicellées T. creticumFeuilles, au moins en partie, 3-5-lobées ou tripartites, non discolores; pédicelleségalant ou dépassant le caliceFeuilles, au moins en partie, tripartites, canescentes par des poils apprîmes;fleurs en racèmes T. multicauleFeuilles 3-5-lobées vers le sommet, veloutées par des poils courts, denses, +étalés; fleurs en panicules T. oliverianumFeuilles une à deux fois pinnatiséquées ou deux à trois fois triséquéesCorolle dépassant le calice au plus de moitié; filaments + inclus T.paniflorumCorolle 3-4 fois plus longue que le calice; filaments très exsertsFeuilles et tiges glabres, + luisantes T. procerumNOUVELLE FLORE 101Feuilles et tiges poilues, vertes ou canescentes, non luisantesFeuilles vertes, à pilosité éparse; nucules glabres, pruineuses T. orientaleFeuilles canescentes par des poils courts, très densesDents du calice à peine plus longs que le tube; nucules glabres oupubescentes T. pruinosumDents du calice 2 fois plus longues que le tube; nucules densémenthispides T. rigidumPlantes à tiges herbacées, tout au plus suffrutescentes à la base, ou plantes annuelles à rameauxspinescents ; calice zygomorphe ou, si + régulier, fleurs en capitules ; corolle violacée, pourpre,rose, blanche ou jaune (jamais bleuâtre)Plante annuelle, à rameaux à la fin spinescents; calice très gibbeux à la base, à dentsspinuleuses, la supérieure ovée, les autres subulées ; corolle blanche T. spinosumPlantes vivaces, à tiges non spinescentesFleurs en capitules terminant les tiges et les rameaux; calice tubuleux-campanulé,± régulierRevêtement tomenteux-laineux; corolle blanche T. poliumRevêtement de poils étalés denses; corolle jaune T. antilibanoticumFleurs en grappes ou épis; calice campanule, zygomorpheDents du calice inégales, les trois supérieures + obtuses, les deux inférieureslancéolées ou subulées, aiguës; fleurs en épis + compacts, non feuillesDent supérieure du calice bien plus large que les autres; feuilles molle-ment veloutées, non viscides; bractées subulées; corolle blanchâtreT. stachyophyllumLes trois dents supérieures du calice de largeur subégale; corolle pourpre ouroseFeuilles discolores, à revêtement très court, non glanduleux; épi trèsdense, allongé; bractées linéaires, dépassant les fleurs T. haradjianiiFeuilles couvertes de poils plus, longs, souvent en partie glanduleux,parfois glabres à l'état adulte; épi moins dense et moins fourniFeuilles glabres à l'état adulte, vertes en dessus, pâles et ponc-tuées-glanduleuses en dessous T. heterotrichumPlantes mollement tomenteuses, à poils souvent en partie glanduleuxFeuilles subsessiles, en coin à la base; bractées oblongues,dépassant les fleurs T. paederotoidesFeuilles pétiolées, tronquées à la base; bractées linéaires-lan-céolées, normalement plus courtes que le calice T. montbretiiDents du calice toutes aiguës, + égales; fleurs en grappes feuillées, lâches aumoins à la base; corolle pourpre à pourpre-violacéPlantes hygrophiles stolonifères, à feuilles molles; pseudoverticilles tous sup-portés par des feuilles non bractéiformesFeuilles caulinaires cordées-amplexicaules, les raméales arrondies àla base T. scordioidesFeuilles non amplexicaules, les caulinaires arrondies à la base, les ra-méales rétrécies en coin T. scordiumPlantes non hygrophiles, à feuilles fermes; pseudoverticilles supérieurs rap-prochés, supportés par des feuilles + bractéiformesPlante à rhizome traçant stolonifère; feuilles glabres ou + glabres-centes T. chamaedrysSous-arbrisseaux non stolonifères; feuilles le plus souvent poiluesFeuilles linéaires, convolutées, régulièrement pectinées-lobulées,tomenteuses "" T. socinianum102 NOUVELLE FLOREFeuilles ovées ou oblongues, peu ou pas révolutées à la marge,dentées ou créneléesPlante canescente par un revêtement dense, apprimé, trèscourt; feuilles à dents + aiguës T. coniortodesPlante + velue, à pilosité étalée (rarement à feuilles gla-bres) ; feuilles à crénelures obtuses T. divaricatum L. — T. rosmarinifolium Lam. (PI. XLVII, n. 2). —S. Sous-arbrisseau à rameaux rigides, longs, à entrenœuds allongés, 30-100 cm.Feuilles vertes et glabrescentes en dessus, tomenteuses en dessous, les inférieureselliptiques-linéaires, rétrécies à la base, les supérieures étroitement linéaires, toutesà marges plus ou moins révolutées. Inflorescences (rappelant celles du genre Ros-marinus) en grappes spiciformes allongées. Pédoncule plus court que le calice,parfois pluriflore. Galice blanc-tomenteux, brièvement campanule, à dents triangu-laires-lancéolées, aiguës, un peu plus courtes que le tube. Corolle bleu-violacé,environ deux fois plus longue que le calice.Floraison: avril-septembre. Pentes plus ou moins boisées des montagnes côtières. Mi. En dessous de Qadmous (Mt), W. de Safita (Pb), Safita à Tartous (Pb), Massiaf(Har). NLatt. Ouadi Qandil (Pb), Kessab (P)."
490,0,0,0,Teucrium,multicaule,0,0
491,0,0,0,0,0,0,"S. Sy. Qatma (JL), Alep (Auch, Gb), Membij à Jérablous (Gb), 'Azaz (Har). H.J. HauteJéziré (Dlb), Jab. 'Abd-el-'Aziz (Pb). St. Jab. 'Amiri (JL, Gb), Jab.-el-Hass (Gb)."
492,0,0,0,Teucrium,pruinosum,0,0
493,0,0,0,0,0,"L. Sy. Ruines de Baalbeck (P). St. Qamouat Hermel (P), vers la station de Ras Baalbeck (Mt).",0
494,0,0,0,Teucrium,rigidum,0,0
495,0,0,0,0,0,0,S. H.J. Entre Khatounniyé et Hassetché (Pb).
496,0,0,0,Teucrium,orientale,0,0
497,0,0,0,0,0,"L. Mm. Ehden, Hasroun, Mar Sema'an (Bl), 'Aîn Saouacir (Mt), Laqlouq (Père Mongin),Col de Zahlé (Pb), Jab. Kneissé (Vt), les Cèdres (JL), E. de Douma (P), 'Aqoura (JL). Ve. OuadiFou'ara (Mt), Qa'a-er-Rime (Mt). St. Source de l'Oronte (Mt). Hem. Hermon (P, Aar, Pb).",0
498,0,0,0,0,0,"L. Mm. Sannine (Ehrenb, Gb, JL).",0
499,0,0,0,Teucrium,procerum,0,0
500,0,0,0,0,0,"L. Mi. Harajel, Faraya (Mt), Machmouché (Gaill), Bikfaya à Beskinta (Bnm), versTripoli (Bl), Marj Bisri (Gaill). Sud. Jisr-el-Khardali (Pr), Marjayyoun (Gaill), 'Akkar, entre Halbaet El-Biré (Mt). Mm. 'Afqa (Pr). Me. Makmel (Aar).",0
501,0,0,0,Teucrium,oliverianum,0,0
502,0,0,0,0,0,0,"S. St. Halabiyé (Dlb), Meyyadine, 35 km. S. de Deir-ez-Zor (Pb)."
503,0,0,0,Teucrium,parviflorum,0,0
504,0,0,0,0,0,"L. Met. Zahlé (P). Sy. Talia (Mt), Beqaa (Pb), Zahlé à Baalbeck (P). A.L. Masna'a (Pr).Herm. Rachaya (Letourneux, Bnm).",0
505,0,0,0,Teucrium,stachyophyllum,0,0
506,0,0,0,0,0,"L. Ct. Saïda (Gaill, BI, P, Thiéb), entre Kfour et Zahrani (Gaill), Beyrouth (Vt, Np,Mt), Nahr-el-Kelb (Mt), Batroun (P), Ras Chekka à Hamate (Sam, Wall). Mi. Broummana(Bl), 'Amchit (JL), Gharfine vers 'Amchit (Mt), Harissa (Ehrenb), Moghaïré (Gb), Ghazir (Vt),'Aïn Zhalta (Bnm), Faraya (Wall), Rayfoun (Gb, Sam), Feitroun (Sam). Mm. Ehden (Boiss).Herm. Hermon (Letourneux).",0
507,0,0,0,Teucrium,scordium,0,0
508,0,0,0,0,0,"L. Ct. Dékouané, Nahr-el-Kelb (Mt).",0
509,0,0,0,Teucrium,scordioides,0,0
510,0,0,0,0,0,"L. Ct. Nahr-el-Kelb (Letourneux), Tripoli (Bl). Mi. Beit Méri (Np), Bikfaya (Vt), Chouità Hammana (Gb), Faraya (Mt), Falougha (P). Mm. Bcharré, Dimane (Bl), 'Aïn Saoua'ir (Mt).Ve. Khan Mourad (Vt). Met. 'Ammiq, Neba' Fou'ara (Mt), 'Aytanit (Mt), Chtaura (Vt, JL),Zahlé (JL), Source de Barouk (JL). Herm. Hermon (P).",0
511,0,0,0,Teucrium,spinosum,0,0
512,0,0,0,0,0,"L. Plaines de laBeqa'a (Boul, 1893, dans l'herbier VINCENT) .",0
513,0,0,0,0,0,0,"S. Sy. Qasr-el-Banat, Tell 'Aqibrin (Sam)."
514,0,0,0,Teucrium,montbretii,0,0
515,0,0,0,0,0,"L. Cf. Ras Chekka (Gb, Thiéb, Mt). Mi. Hamate (Gb), Sir-ed-Dennié (Davis, Mt), BeitKhachbo et vallée du Nahr Bared (Mt).Subsp. montbretii:",0
516,0,0,0,Teucrium,haradjianii,0,0
517,0,0,0,0,0,0,"S. Sy. Jab. Sema'ane (Har), Qasr-el-Banât, Tell 'Aqibrin (Sam), Harim à Sarmada (Pb)."
518,0,0,0,Teucrium,heterotrichum,0,0
519,0,0,0,0,0,0,S. Mi. Bhamra (Har). Non contrôlé.
520,0,0,0,Teucrium,chamaedrys,0,0
521,0,0,0,0,0,0,"S. Ct. Banias (Pb), Lattaquié (JL). Mi-Mm. Slenfé (JL), Signal de Rouadi, Massiaf (Pb).NLatt. Cassius (Har), Kessab (P, Mt)."
522,0,0,0,Teucrium,divaricatum,0,0
523,0,0,0,0,0,"L. Ct. Ras Jedra (Pb), Saïda (Bl, Gaill), Beyrouth et environs (Vt, Np, P, Mt), Tripoli (Bl).Mi. Baïssour, Kahalé, Ghiné (Gb), Chemlan (P), Beit Méri, Kfar Chima (Mt), Broummana(Bnm), Ghazir (Vt), route de Chahtoul (Pb), Bikfaya (Vt, Pb), Ehmej (P), Deir-el-Qamar (JL),Mayrouba (Pb), Mar Roukhos (Sam), Sofar (Pb). Mm. 'Aïn Zhalta (Bnm, Pb), Bcharré, Ehden(Bl), Les Cèdres (Gb), 'Aqoura (JL). Me. Makmel (Boiss).",0
524,0,0,0,0,0,0,S. NLatt. Cassius (P).
525,0,0,0,Teucrium,coniortodes,0,0
526,0,0,0,0,0,0,"S. St. Jabal Abiad (Bl, Pb)."
527,0,0,0,Teucrium,socinianum,0,0
528,0,0,0,0,0,L. Ve. Ouadi Fou'ara à faible altitude (Mt).,0
529,0,0,0,Teucrium,polium,0,0
530,0,0,0,0,0,"L. Ct. Saïda (Bl), Beyrouth (nombreux collecteurs), Ma'meltein (Vt), Saïda à Nabatiyé (Vt).Mi. Jamhour (Mt), Kahhalé (Gb), Chemlan (P), E. de Zahrani (Gaill), au-dessus de Jbaa (P),Saïdat Mantara (Gaill), Bikfaya (Vt). Mm. 'Aqoura (Gb), Jab. Kneissé (Vt, Pb), Jab. Barouk (Mt),ColdeZahlé, 'AïnZhalta (Pb), Dahr-el-Baïdar (Gb), Mar Sema'ane (Bl). Me. Foumm-el-Mizhab(P).-Met. Zahlé (P)1. Herm. Rachaya à Qaraoun (Pb). St. Sources de l'Oronte (Np), N. de Qa'a (Pb).",0
531,0,0,0,0,0,"L. Mi. 'Amchit, Deir-el-Qamar (JL, det. GOMBAULT).",0
532,0,0,0,0,0,0,"S. H.J. Jab. 'Abd-el-'Aziz (Hand-Mazz, Mt)."
533,0,0,0,Teucriuflft,antilibanoticum,0,0
534,0,0,0,0,0,0,"S. A.L. Dolines du Jabal Halimé (Pb), vers le sommet du Tàla'at Moussa (Pb)."
535,0,0,"PRASIUM L. — Arbrisseaux. Calice campanule, à 10 nervures, irréguliè-rement bilabié, à lèvre supérieure brièvement trifide, l'inférieure plus profondémentbipartite. Tube de la corolle inclus, garni à l'intérieur d'un anneau de poils écail-leux, à lèvres subégales, la supérieure ovée, entière, l'inférieure trifide, avec un lobemédian plus grand, entier. Étamines exsertes. Loges des anthères divariquées.Style bifide. Nucules charnues, bacciformes.",0,0,0,0
536,0,0,0,0,0,"L. Ct. Borj Brajné, Ghadir, Jiyé (Mt), Khaldé (Gb), Beyrouth (Michon, Gb, Vt, Np, Mt, P),Nahr Beyrouth (Mt). Sud. Ibl-es-Saki (P).",0
