,FamilyName,FamilyNameDescription,GeneralGenusAndDescription,Genus,Epithet,LebanonLocations,SyrianLocations
520,0,0,0,Hymenolobus,procumbens,0,0
521,0,0,0,0,0,"L. Mm. Afqa (Np), Hasroun (Bl).",0
522,0,0,"NOTOCERAS R. Br. — Plantes annuelles, à poils médiofixés. Sépales dressés-étalés, non sacciformes, pétales blancs, non onguiculés. Fruit constitué par unesilique courte, tardivement déhiscente, munie de deux cornes à l'apex. Valvescarénées ou brièvement ailées. Style distinct. Stigmate capité. Graines unisériéesdans chaque loge.",0,0,0,0
523,0,0,0,0,0,0,S. St. Sud de Zélaf (Pb).
524,0,0,0,Camelina,rumelica,0,0
525,0,0,0,0,0,"L. Mi. Ra'chine (Ft). Mm. Les Cèdres (Mt). Sy. Baalbeck (Sam, Mt, Np, Pb), OuadiFou'ara (Mt), Yaat (Bl). A.L. Ouadi-el-Harir (Wall).",0
526,0,0,0,Camelina,hispida,0,0
527,0,0,0,0,0,L. Sy. Baalbeck (P).,0
528,0,0,0,Camelina,lasiocarpa,0,0
529,0,0,0,0,0,"L. St. Ras Baalbeek (Mt), Qa'a (Pb).",0
530,0,0,0,Camelina,anomala,0,0
531,0,0,0,0,0,"L. Sy. Chlifa (Bl), Ya'at (Sam), ferme A.U.B. (Edgec).",0
532,0,0,0,Chrysocamela,velutina,0,0
533,0,0,0,0,0,0,"S. Sy. Alep et environs (Auch, Ky, Hkn, Gb, JL, Mt, Pb)."
534,0,0,"NESLIA Desv. — Plantes annuelles, à poils rameux. Feuilles simples. Inflo-rescence constituée par une grappe dépourvue de bractées. Sépales dressés. Pétalesjaunes. Étamines non appendiculées. Fruit constitué par une silicule indéhiscente.",0,0,0,0
535,0,0,0,Neslia,apiculata,0,0
536,0,0,0,0,0,"L. Ct. Saïda (Bl, P), Borj Brajné, Hadeth (Mt), Beyrouth (Bl, Vt, P), Tripoli (Bl). Mi.'Abey (P), 'Asfouriyé (Mt). Mm. Roueissat, Dahr-el-Baidar (Pb), Billa sous Hadeth-el-Joubbé(Mt). Sud. Şarada (P). Met. Soultan Ya'qoub, Rayak (Pb). Sy. Baalbeck (Bl, Np), 'Aïn Bourdaï(Sam). Herm. Rachaya (Mt). A.L. Seraïn-el-Tahta (Mt).",0
537,0,0,0,Erophila,minima,0,0
538,0,0,0,0,0,"L. Mi. Beit Méri (Np), Ghazir (Vt), Ras-el-Metn (Hartmann), N. de 'Aley (Pb), Chatinevers Tannourine (Mt), Jaj (P). Mm. Dahr-el-Baidar (Mt). Me. Jab. Sannine (Mt). Met. Zahlé(Vt), Ta'naïl (Mt).",0
539,0,0,0,Erophila,gilgiana,0,0
540,0,0,0,0,0,"L. Mi. Bchéla (Mt), vers 1250 m. Mm. Source de la Qadicha près des Cèdres, récolte ori-ginale (d'après O.E. Schultz), Jab. Kneissé vers 2000 m. (Mt), vers le Towmat Niha (Mt). Me.Vers le sommet du Sannine (d'après O.E. Schultz, item Mt).",0
541,0,0,0,Erophila,verna,0,0
542,0,0,0,0,0,0,"S. J.D. Vers le Tell Ahmar (Mt), forêt de Kafer (Pb)."
543,0,0,0,Erophila,praecox,0,0
544,0,0,0,0,0,"L. Ct. Borj Brajné (Mt), 'Aima au pied du Jab. Terbol, Daatour (Bl). Mi. Jamhour, Louaizé,'Aley (Mt). Mm. Mdeireje (P), Afqa (Np).",0
545,0,0,0,Erophila,setulosa,0,0
546,0,0,0,0,0,"L. Ct. Saïda (Gaill, récolte originale, Bl), Beyrouth (Mt, Np), Tripoli (Bl). Mi. Bikfaya (Vt,Mt, Gb), 'Abey (P), Baabda, Ras-el-Harf (Mt), Kfar Houné à Jezzine (P). Met. Ksara à Zahlé(Vt), Zâhlé (Np). 'Akkar. Qpubbayat (Mt). Mm. Sofar, Roueissat (Bl), Hadeth (Bl).",0
547,0,0,"DRABA L. — Plantes parfois annuelles, le plus souvent vivaces. Feuillessimples, entières ou dentées. Sépales étalés-dressés. Pétales jaunes ou blancs, entiersou émarginés. Filaments non dilatés ou seulement à la base. Fruit constitué parune silicule. Graines bisériées dans chaque loge.",0,0,0,0
548,0,0,0,Draba,oxycarpa,0,0
549,0,0,0,0,0,"L. Mm. Hasroun (Bl), Jab. Kneissé (Mt), Faraya (Np). Me. Jab. Sannine (Bourquenoud,Pr, Niklès, Mt), vers le col des Cèdres ou Nahr-el-Kodib (Sam), au-dessus des Cèdres (Bl, Ky, Mt),Qala'at Arrouba (Mt), Makmel (Pr), du col des Cèdres à Berkacha (Bl), Qprnet Saouda (Pb).Ve. 'Aïnata (Bl). Herm. Sommet de l'Hermon (Boiss, Ky, P, Bornn , Pb).",0
550,0,0,0,Draba,vesicaria,0,0
551,0,0,0,0,0,"L. Mm. Les Cèdres (Bl), Kneissé (Np). Me. Sommets du Liban (Ky), Sannine (P), sommetsdu Makmel (Boiss, Pr), Riqbat-el-Jamal, 'Aïn-el-Qarn (Bl), Qprnet Saouda (Bl, Pb), Chahb Ar-noub (Bl). Ve. Sources de 'Aïnata (Bl), Ouadi-el-'Arayech (Mt). Herm. Sommets de l'Hermon(Ky, P, Gb, Mt, Pb).",0
552,0,0,0,Drabopsis,verna,0,0
553,0,0,0,0,0,"L. Mm. 'Ain Dahab au-dessus de Dimane (Bl), Les Cèdres (Schlumberger, var. brachycarpaSam), Dahr-el-Baidar (Mt), Jab. Sannine (Mt, var. brachycarpa), Laqlouq (Mt), Jab. Kneissé (Gb,var. brachycarpa), Anna Bakich (Np). Me. Jab. Sannine (Mt, var. brachycarpa). Ve. Hosn Niha(Mt), 'Ammiq (Mt, var. brachycarpa).",0
554,0,0,0,Coluteocarpus,ve sicar,0,0
555,0,0,0,0,0,"L. Mm. Les Cèdres (Unger, Pr, Sam, Np).",0
556,0,0,0,Arabidopsis,pumila,0,0
557,0,0,0,0,0,L. Sy. Baalbeck (Mt). Mm. Afqa (Np).,0
558,0,0,0,Arabidopsis,thaliana,0,0
559,0,0,0,0,0,"L. Mi. Broummana, 'Araya (Mt), Bikfaya (Bl, P, Vt), Qartaba (Np). Mm. Cèdres de Ha-deth, Hasroun (Bl), 'Aïn Geddaié (Pr). Hem. Hasbaya (P).",0
560,0,0,"ARABIS L. — Plantes annuelles, bisannuelles ou vivaces, rarement glabres,à poils simples, rameux ou étoiles. Feuilles simples. Sépales internes souvent un peusacciformes à la base. Pétales ordinairement blancs, roses ou violacés, rarementjaune-pâle. Fruit constitué par une silique. Valves planes parfois pourvues d'unenervure médiane. Style distinct.",0,0,0,0
561,0,0,0,Arabis,laxa,0,0
562,0,0,0,0,0,0,S.
563,0,0,0,0,0,"L. Mi. Bikfaya (P, Vt, Mt, Gb), Feitroun (Pr), Hammana (P, Pr), Jezzine (P), Bchela(Bl, Mt), Sud de Michmich (Pb), 'Aramoun (Mt), Machnaqa (Mt). Ve. 'Aytanit, 'Ammiq (Mt).Herm. Hasbaya (P). A.L. Anti'Liban (Pr).",0
564,0,0,0,Arabis,verna,0,0
565,0,0,0,0,0,"L. Ct. Nahr Beyrouth, Nahr-el-Kelb (Mt), Nahr Ibrahim (Pb), Tripoli (Bl). Mi. Broum-mana, Ghazir, Arsoun dans le Metn, Jezzine (M), Bikfaya (Bl, Vt), Jab. (Terbol). Mm. KhanSannine (Vt), Hasroun, Bcharré (Bl), Hàdeth, Maasser (Mt). Met. Zahlé (P). Herm. Rachaya,Hasbaya (P), Deir-el-'Achaïr (Pb).","S. NLatt. Aïn Haramiyé (Sam, Mt), Froulok, Kessab (Pb), Cassius (Boiss). Mi.Qadmous(P, sous A. glabra). Mm. Slenfé (Sam).Var. cremocarpa : -r- L'espèce: Grèce, Yougoslavie, Turquie, Syrie N. La variété: Taurus, Chypre,Liban. (L.) R. Br. — Hesperis verna L. (PI. LI, n. 7). — ©. Plantepubescente, dressée, 5-50 cm., parfois pluricaule. Feuilles basales ovées-oblongues,brièvement pétiolées, à bords crénelés-dentés. Feuilles caulinaires peu nombreuses,sessiles, cordées à la base, ovées, crénelées-dentées. Fleurs 1-10 (14). Pédicellescourts, 2-4 mm. Sépales linéaires, pâles. Pétales longuement onguiculés, à lameviolacée, 5-8 mm. Silique 40-60 mm. sur 2|-4 de largeur. Stigmate sessile. Graineailée.Floraison: mars-avril. Lieux plus ou moins boisés. A.L. Ouadi-el-Qarn (Wall). Sy. Tell 'Aqibrine (Sam)."
566,0,0,0,Arabis,montbretiana,0,0
567,0,0,0,0,0,"L. Mi. Sofar (Pr), Rayfoun (Sam), Qrayé (Np). Mm. Ehden, Hasroun (Bl), Hadeth (Bl,Sam), Sannine (Vt), Les Cèdres (Sam), Jab. Kneissé (Sam, Gb). Ve. Hosn Niha (Mt). Met. Zahlé(Mt). Herm. Rachaya (Mt, Boiss), Hasbaya (P).",0
568,0,0,0,Arabis,nova,0,0
569,0,0,0,0,0,"L. Mi. Jezzine (P), Bikfaya, Deir-el-Qattara près Mayfouq (Mt), Mohrab (Pb). Mm. Tan-nourine-el-Foqa' (Mt), Laqlouq (Np). Sy. Baalbeck (P). A.L. Yafoufa (P), Ouadi-el-Harir (Pb).",0
570,0,0,0,Arabis,aucheri,0,0
571,0,0,0,0,0,"L. Mm. Entre Ma'asser et Les Cèdres (Mt), col au-dessus de Jezzine (Pb), Jab. Kneissé (Gb),Les Cèdres (Sam). Ve. Ouadi Ibrissa (Mt). Met. Zahlé (Mt).",0
572,0,0,0,Arabis,sagittata,0,0
573,0,0,0,0,0,"L. Mi. Yahchouche (Mt), Bzoummar (Bl, Mt), Bikfaya (P, Pr), entre Dlepta et Mohrab(Mt, Pb), Ghosta (Np).",0
574,0,0,0,Arabis,caucasica,0,0
575,0,0,0,0,0,"L. Mm. Ma'sser-ech-Chouf (P), Mdeireje (Bl, Sam, Mt), Jab. Kneissé (Vt, Mt, Pb), 'AïnGeddaié (Pr), Laqlouq (Mt), Hasroun, Hadchit, Beqa' Kafra, 'Aïn Dahab (Bl), Khan Sannine(Mt), Jourd Tannourine (Bl), 'Aïn 'Asafir au-dessus de 'Aqoura (Vt), Les Cèdres (P, Vt, Alonzo,Dinsm), montagne du 'Akkar (Bl), Faraya, Sannine-Kneissé (Np). Me. Jab. Sannine (Nik, Vt,Mt), Rijal-el-'Achara (P), col des Cèdres (P), Rikbat-el-Jamal (Bl), entre Dahr-el-Kodib et Beqa'Kafra (Bl). Ve. 'Aïnata (Bl, P), E. de Yammouné (Pb). Herm. Hermon (Boiss, P), Deir-el-'Achaïr(Pb).",0
576,0,0,0,Arabis,turrita,0,0
577,0,0,0,0,0,"L. Mi. Bikfaya, Mayfouq, 'Aïn Zehalta (Mt), Rayfoun (Sam), Feitroun (Pr), 'Aramoun (Mt,Pb). Mm. Hadeth (Sam).",0
578,0,0,"AUBRIETIA Adanson. — Plantes vivaces. Poils de deux sortes, étoiles etsimples. Feuilles simples. Sépales internes sacciformes. Pétales rose à violacé, lon-guement onguiculés. Fruit constitué par une silique ou, plus rarement, une silicule.Valves pourvues d'une nervure médiane. Graines bisériées. Plantes montagnardes.",0,0,0,0
579,0,0,0,0,0,"L. Mi. Qrayé (Np). Mm. Falougha, 'Aïn Saoua'ir, Mokhada près de Laqlouq (Pb), Jab.Kneissé (Sam), Tannourine, Hâsroun, source de Jouit, Berkacha (Bl), forêt d'Ehden (Bl, Sam, Mt),au-dessus d'Ehden (Gaill), Hadeth (Sam). Me. Jab. Sannine (Vt, P, Mt, Pb), Haut Makmel (Bl).Met. Zahlé (P, Vt, Mt), Qabbélias (P).",0
580,0,0,0,Aubrietia,parviflora,0,0
581,0,0,0,0,0,0,S. H.J. Pente N. du Jab. 'Abd-el-'Aziz (Pb).
582,0,0,"ERYSIMUM L. — Plantes annuelles, bisannuelles ou vivaces, à poils ra-meux. Sépales dressés, les internes généralement sacciformes à la base. Pétalesjaunes, parfois pourprés, longuement onguiculés. Fruit constitué par une silique.Valves uninerviées, souvente arénées, ce qui donne à la silique une section qua-drangulaire. Style distinct, rarement absent, d'ordinaire assez court, mais diverse-ment suivant les espèces. Stigmate le plus souvent bilobé. Graines unisériées.",0,0,0,0
583,0,0,0,Erysimum,repandum,0,0
584,0,0,0,0,0,"L. Ct. Beyrouth et environs (P, Vt, Mt). Mi. Jezzine (Mt), Rayfoun (Wall), Sofar, Ham-mana (Np). Mm. Roueissat, 'Aïn Sindiané, Bcharré, Cèdres de Hadeth, Hasroun (Bl), col deZahlé (Pb), Khan Sannine (Vt), Dahr-el-Baidar (Sam, Gb), Barouk (Pb), Laqlouq (Np). Ve.Mreijatte (Mt). Met. Zahlé (Vy), entre Marj et le Litani (Gaill). Sy. Baalbeck (Gb, Np). A.L.Masna'a (Wall).",0
585,0,0,0,0,0,"L. Mm. Ehden (Ky, P), Sannine (Bornm). Sy. Baalbeck (Bornm).",0
586,0,0,0,Erysimum,tenellum,0,0
587,0,0,0,0,0,0,"S. H.J. Entre Alep et Mossoul (Olivier), désert du Khabour (Hkn), entre Hassetché et Q_a-mechliyé (Gb), Qp ubour-el-Bid (Pb) ? Dam. Kharaba (Socin dans Boiss) ?"
588,0,0,0,Erysimum,verrucosum Boiss. et Gaill.,0,0
589,0,0,0,0,0,L.,0
590,0,0,0,Erysimum,scabrum,0,0
591,0,0,0,0,0,"L. Jab. Sannine (Mt), Hermon (P), 'Aïn Hchaira (Np).",0
592,0,0,0,Erysimum,goniocaulon,0,0
593,0,0,0,0,0,"L. Ct. Nahr Beyrouth (Mt), sources du Nahr Beyrouth (Vt). Mi. Broummana (Gb), au-dessus de 'Aramoun (Vt), Douma, Feitroun (Gb). Mm. Bcharré (Ky, Bl), Dimane, Hasroun,Roueissat, Berkacha, montagnes du 'Akkar, Tannourine, Jisr-el-Hajar (Bl), Ehden (Bl, P), KhanSannine (Vt), Gb), Jab. Kneissé (P, Vt, Mt, Pb), entre le Sannine et le Kneissé (Mt), Dahr-el-Baidar, Barouk à Ma'asser (Pb), Beskinta (Mt), Jab. Barouk (P, Gb, Np). Me. Foumm-el-Mizhab(P). Met. Zahlé (Vt, Mt, Gb).",0
594,0,0,0,Erysimum,crassipes,0,0
595,0,0,0,0,0,"L. Mi. Jezzine (Pb), Sfiré (Mt), Mayrouba (Wall). Sud. Q_ala'at-ech-Chekif (Gb), Ibl-es-Saki (P). Met. Chtaura (P), au-dessus de Ksara (Mt), Sy. Baalbeck (Sam). A.L. Ouadi-el-Harir(Bl, P).",0
596,0,0,0,Erysimum,libanoticum,0,0
597,0,0,0,0,0,"L. Mm. Gèdres (Mt). Me. Entre Qala'a et Rijal-el-'Achara (P) (type), Qprnet-es-Saouda(Pb).",0
598,0,0,0,Erysimum,oleifolium,0,0
599,0,0,0,0,0,0,S. St. 65 km. à l'est d'Abou Chamate (Zh). Non contrôlé.
600,0,0,0,Erysimum,hirschfeldioides,0,0
601,0,0,0,0,0,0,S. H. J. Désert de Khabour (Hkn).
602,0,0,0,Erysimum,purpureum,0,0
603,0,0,0,0,0,"L. Mm. N. de Qprnayel (Pb). Ve. 'Aïnata (Pb). Sy. Yaat (Wall). Herm. Route de Yannta(Pb). A.L. Ouadi-el-Harir (P, Pr, Sam, Wall).",0
604,0,0,0,Erysimum,blancheanum,0,0
605,0,0,0,0,0,0,"S. H.J. Hassctché, Deir-ez-Zor à Hassetché (Gb). Sy. Khan Cha'ar (Sam), Sebkhat-Halab(P). St. Désert de Palmyre (Bb), Meskène (Reese), Jabal Abiad (Bl, type), Marbat 'Antar, Jab.Abou Rejmein (P), Deir 'Atiyé (Mt), Palmyre-Homs (Har), Forqlos (Sam, Reese), Khanaser (P),Qaryatein (Mt, Dinsm), S. de Qaryatein (Pb), Hafar (Dinsm)."
606,0,0,"STERIGMOSTEMUM M. Bieb. — Plantes annuelles ou bisannuelles, mo-nocarpiques, à poils étoiles. Sépales dressés, réguliers. Pétales jaunes, longuementonguiculés. Filaments connés par paires. Fruit constitué par une silique. Style court.Stigmate bilobé. Graines unisériées..",0,0,0,0
607,0,0,0,0,0,"L. Ct. Beyrouth, adventice (Gb). Sy. Baalbeck (P).",0
608,0,0,"ANCHONIUM D.C. — Plantes vivaces montagnardes, couvertes de poilsétoiles. Calice dressé, subsacciforme à la base. Filaments staminaux. connés parpaires. Siliques à section arrondie, surmontées d'un long style en forme de rostre,coriaces, garnies à l'intérieur d'un tissu médullaire enserrant 2-6 loges monospermes.Stigmate un peu épais, bilobé.",0,0,0,0
609,0,0,0,0,0,"L. Mm. Les Cèdres (Ky, P, Mt), Barouk (P), Jab. Kneissé (Mt), Jab. ech-Cha'ara (Bl),Jisr-el-Hajar (Np). Me. Sannine (Lab, Pestalozza, Pr, Mt), au-dessus de Sir, col des Cèdres (Mt).",0
610,0,0,"LEPTALEUM D.C. — Plantes annuelles, à feuilles filiformes, entières oupinnatipartites, à rieurs petites, blanches ou violacées. Sépales linéaires, dressés,égaux à la base. Pétales linéaires. Étamines à filaments connés par paires, souventréduites, par avortement, à deux. Fruit constitué par une silique linéaire, subcom-primée, indéhiscente. Stigmates réduits à un cône très petit. Graines bisériées, nonmarginées.",0,0,0,0
611,0,0,0,0,0,0,"S. St. Deir 'Atiyé (Mt, fleurs violacées!), Qaryatein (Mt, Pb), El-Qpum, Deir-ez-Zor (Pb),Palmyre (P, Gb, Sam, Mt, Joseph Bitar), 'Aïn-el-Beida à Jba'a (P), Palmyre à Homs (Har), 18 km.de 'Aïn-el-Beida (Sam)."
612,0,0,"CONRINGIA Adanson. — Plantes annuelles, glauques, à feuilles caulinairesoblongues, embrassantes, entières, et fleurs jaunes en grappes. Calice dressé, sacci-forme. Pétales onguiculés. Siliques linéaires, dilatées ou quadrangulaires, à val-vules uninerviées. Style court. Stigmate légèrement bilobé. Graines unisériées.",0,0,0,0
613,0,0,0,Conringia,orientalis,0,0
614,0,0,0,0,0,"L. Ct. Beyrouth olim (dans les champs d'orge) (Pr, P, Vt), Tripoli (Bl). Met. Zahlé (Gb!).",0
615,0,0,0,Gonringia,perfoliata,0,0
616,0,0,0,0,0,"L. Met. Au-dessus de Ksara (Mt), Zahlé (Vt!). Herm. Rachaya (Boiss).",0
617,0,0,0,0,0,0,"S. Dam. Kissoué (Mt). Sy. Homs-Hama (Har). H.J. Sabkha-Tibne, Meskène à Deir-ez-Zor(Hd. Mz). St. Snou Fadel au Jabal Abiad (Bl), entre Forkhlos et Palmyre (Gb), Palmyre (P,Dinsm, Mt, Pb), Qaryatein (Davis), Qaryatein à 'Aïn-el-Ou'al (P), 15 km. NW. de 'Aïn Beida(Sam), Sud de Soukhné (Pb), Jab. Dmeir (Pb), Jab. et Tenf (Th)."
618,0,0,0,Alyssum,meniocoides,0,0
619,0,0,0,0,0,"L. Met. Ksara (Mt), Zahlé (Vt). Sy. Baalbeck (Mt), N. de la Beqa'a (P, Sam, Edgec).Toutes ces récoltes libanaises rappellent aureum par leur fort développement et leurs feuillesnon repliées.",0
620,0,0,0,Alyssum,aureum,0,0
621,0,0,0,0,0,0,"S. Sy. Tourmanine, Alep (Hkn), Braij, Kafr Seghir (Sàm), Jab. Sema'ane (Dinsm), 10 km.N. d'Alep (Wall), Bserine (Sam, Wall), Deir Baalbé (Sam). Haur. Khabab (Mt). J.D. Qrayé-Kafer (P), Harissé, Cha'af (Mt) ?. St. Forqlos (Sam), Qaryatein (Mt)."
622,0,0,0,Alyssum,homalocarpum,0,0
623,0,0,0,0,0,0,S. St. Jabal-et-Tenf (Gb).
624,0,0,0,Alyssum,dasycarpum,0,0
625,0,0,0,0,0,0,"S. A.L. Ma'loula (Mt). Dam. Kissoué (Mt, Pb). St. Qaldoun (P, Mt), Qastal (Pb), Nebk(P, Dlb), Deir 'Atiyé, Nebk-Qaryatein (P), Sud d'Izriyé (Mt), Palmyre-Homs (Har), Palmyre-'Aïn Beida, Jab. Abou Rejmein (P)."
626,0,0,0,Alyssum,damascenum,0,0
627,0,0,0,0,0,L. Mm. Jab. Sannine (Kneucker). Indication suspecte. Erreur d'étiquettes?,0
628,0,0,0,Alyssum,minutum,0,0
629,0,0,0,Alyssum,desertorum,0,0
630,0,0,0,0,0,0,"S. Sy. Alep (Hkn d'après Boissier). St. S. de Soukhné (Pb), Doura-Europos (Du Mesnil duBuisson)."
631,0,0,0,Alyssum,xanthocarpum,0,0
632,0,0,0,0,0,0,"S. A.L. Bloudane (P).«Northern Syria and rarely in Lebanon», selon Dudley (Synopsis)."
633,0,0,0,Alyssum,marginatum,0,0
634,0,0,0,0,0,0,"S. St. Entre Snou Fadel et le Jab. Abiad (Bl), Jabal Mawrayda (P), Qaryatein (Mt), Palmyre(Mt, Pb),'Sud de Qasr-el-Hair, Jab. Dmeir (Pb), 15 km. NW. de 'Aïn-el-Beida (Sam)."
635,0,0,0,Alyssum,szowitsianum,0,0
636,0,0,0,0,0,"L. Mi. 'Achqout (Mt), Qartaba (Np). Mm. Les Cèdres (Sam). Met. Zahlé (Np), Mejdel'Anjar (Mt). A.L. Ouadi-el-Harir (Sam), Masna'a (Bl). Syr. Baalbeck (P). .Qa'a(Pb).Hem. Vers Yantha (Pb).",0
637,0,0,0,Alyssum,contemptum,0,0
638,0,0,0,0,0,"L. Mi. Deir-el-Qattara près Mayfouq (Mt), Boq'ata (Sam). Mm. Ma'asser (P), Saïdat-el-Qprn (Tanios Boutros), Jab. Kneissé (Sam, Mt, Pb), Jab. Barouk (P), Roueissat (Pb), E. de Dahr-el-Baïdar (Sam, Pb), Hadeth (Bl, Mt), Hasroun (Bl), Ehden (Bl, Gaill, Sam), Mar Sema'an 'Amoudi,154 NOUVELLE FLORECouvent de Saint-Antoine, Cèdres (Bl), Chatine près de Tannourine-el-Foqa' (Mt), Afqa (Pb),Khan Sannine, entre Ehden et les Cèdres (Mt). Ve. Bouarej (Sam).",0
639,0,0,0,Alyssum,strictum,0,0
640,0,0,0,0,0,0,S. K.D. Kutchuk Darmik (Pb).
641,0,0,0,Alyssum,strigosum,0,0
642,0,0,0,0,0,"L. Ct. C. partout. Nahr Aouali (Bl), Beyrouth et environs (Bl, P, Vt, Mt, Pb, Np), Tripoli(Bl). Mi. Bsouss (Mt), Jamhour, 'Antoura (Pb), Mar Roukhos (Mt). Sud. Jisr-el-Khardali (Sam),Şarada (P). Met. Jdita (Mt).",0
643,0,0,0,Alyssum,minus,0,0
644,0,0,0,0,0,"L. Mm. Vers Hasroun (Bl). Met. Ouadi-el-'Arayech (Mt), Zellaya à Yohmor (Sam). A.L.Masna'a (Bl), Ouadi-el-Harir (Wall). Sy. Baalbeck (Mt).",0
645,0,0,0,Alyssum,stapfii,0,0
646,0,0,0,0,0,0,"S. A.L. Bloudane (Sam, sous macrostylum Boiss., antilibanoticum Rech. fil., Ouadi-el-Qarn)(Sam, Pb), Ouadi Barada, Jab. Qebli (Sam). H.J. Karatchok Dagh (Pb)."
647,0,0,0,Alyssum,mouradicum,0,0
648,0,0,0,0,0,"L. Mm. Les Cèdres (Bl, Pr, P, Mt, Alonzo, Sam, Pb), Chahb Arnoub (Bl), Jab. Barouk(Bnm, Mt), 'Ain Zehalta (Mt), Jab. Sannin (Bnm, Mt), Neba'-l-Hadid (Pr), Qpzhaia (Vt), entreEhden et Sir-ed-Dennié (Bl).",0
649,0,0,0,Alyssum,iranicum,0,0
650,0,0,0,0,0,0,S. St. Bir 'Alaniyé (Herbier de Kew).
651,0,0,0,Alyssum,repens,0,0
652,0,0,0,0,0,"L. Mm. Jab. Mneitri à l'ouest de Qartaba, 'Aïn Zehalta, Jab. Qamou'a, Sir-ed-Dennié (Mt),Ehden (Bl, Mt), Jab. Barouk (Np), Montagnes du 'Akkar (Bl), Col entre Jezzine et Machghara(Pb), J. Kneissé (Sam), Hasroun (P), Qannoubine (Bl).",0
653,0,0,0,Alyssum,stribrnyi,0,0
654,0,0,0,0,0,"L. Mi-Mm. Entre Barouk et Ma'asser, Cèdres de. 'Aïn Zehalta, Cèdres de Barouk, JabalMneitri à l'ouest de Qartaba (Mt).Espèce sans doute souvent confondue avec la précédente par les botanistes.",0
655,0,0,0,Alyssum,baumgartnerianum,0,0
656,0,0,0,0,0,"L. Mm. Jab. Barouk (P sous lepidotum Bornm., Np). Mm-Me. Jabal Sannine, (Bourquenoud,P, Mt). Herm. Hermon (Pb),NOUVELLE FLORE 157",0
657,0,0,0,Alyssum,sulphureum,0,0
658,0,0,0,0,0,0,"S. H.J. Gharra (Hd. Mz, sous Gamosepalum alyssoides). St. Marbat 'Antar (P), Jabal Abiad(Bl). Classements de DUDLEY."
659,0,0,0,Alyssum,condensatum,0,0
660,0,0,0,0,0,"L. Mm. Jab. Kneissé, Kozhaya (Vt), Jourd Hasroun, Jourd Tannourine (Bl), Jab. Barouk(Np). Me. Jab. Sannine (P, Mt, Np), Dahr-el-Kodib (Sam), Col des Cèdres (Mt, Pb), au-dessusdes Cèdres (Boiss), Foumm-el-Mizhab (P), Makmel"" (Pr, Vt, Gb), Rikbat-el-Jamal (Bl), QprnetSaouda (Mt, Pb). Herm. Sommet de PHermon (P, Mt, Gb).",0
661,0,0,0,Alyssum,libanoticum,0,0
662,0,0,0,Alyssum,cassium,0,0
663,0,0,0,0,0,0,"S. Mm. Slenfé (Pb). NLatt. Qastal Ma'af (Pb), Ouadi Qandil (P), 'Ain Haramiyé ,(Mt),Froulok (Pb, Mt), Kessab (P, Pb)."
664,0,0,0,Alyssum,murale,0,0
665,0,0,0,0,0,"L. Mi. Mchatta (Mt), Sir-ed-Dennié (Gb), région du Dennié (Ky, classé par NYARADI SOUSdegenianum). Mm. Ehden (Bl), Hasroun (Bl, Pb), Jab. Kneissé (Np), Jab. Barouk (P, Np, Mt),'Aïn Zehalta (Mt), Bcharré (Bl), Les Cèdres (Bl, P, Mt, Pb), Qannoubine (Bl), Falougha (Pb),Cèdres de Ma'asser (Pb), Jab. Qamou'a (Mt). Herm. Hasbaya (P), sommet de l'Hermon (Pb),vers Yanta (Pb). Met. Jisr-el-Kuwwé, Saghbine (P), Gorges du Litany (Mt). A.L. Masna'a (Pb).",0
666,0,0,0,Alyssum,subspinosum,0,0
667,0,0,0,Alyssum,crenulatum,0,0
668,0,0,0,0,0,0,"S. NLatt. Au-dessus du Nahr Qandil (P), Sud du Cassius (Boiss.), 'Aïn-el-Haramiyé (Pt,Pb), Froulok, Kizil Dagh (Pb), 20 km. S. d'El-Ourdou (Dinsm)."
669,0,0,0,Alyssum,samariferum,0,0
670,0,0,"LOBULARIA Desv. — Plantes annuelles ou vivaces, à poils bifides, médio-fixes. Sépales étalés. Pétales blancs ou rosés, entiers. Filaments non ailés ni appen-diculés. Fruit constitué par une silicule. Valves légèrement renflées, marquées d'unenervure plus ou moins visible. Style distinct, stigmate capité.",0,0,0,0
671,0,0,0,0,0,"L. Ct. Beyrouth (P, Bl, Th, Mt, Np, Pb), Baabda (Mt).",0
672,0,0,"FIBIGIA Medikus. — Plantes vivaces. Poils étoiles, parfois mêlés de poilssimples. Sépales dressés, les intérieurs sacciformes à la base ou non. Pétales jaunes,brièvement onguiculés. Fruit constitué par une silicule comprimée, à valves planes,non nerviées. Style plus ou moins long. Stigmate capité. Graines 2-8 par loge, ailées.",0,0,0,0
673,0,0,0,Fibigia,clypeata,0,0
674,0,0,0,0,0,"L. Mi. Qrayé (Np). Mm. Hasroun, Cèdres de Hadeth, Hadchit (Bl), Sannine (Np).Ve. Hazerta (Mt). Sy. Baalbeck (P, Wall). Herm. Rachaya (P).",0
675,0,0,0,0,0,0,"S. A.L. Au-dessus de Bloudane (Ky, P, Pb). Herm. Au-dessus de 'Arné (P)."
676,0,0,0,Fibigia,eriocarpa,0,0
